153,ABl10,Sophia Loren,undetermined
154,ABl10,Vittorio deSica,undetermined
155,ABl10,Marcello Mastroianni,undetermined
156,ABo10,Michael Riley,undetermined
157,ABo10,Stephen Rappaport,undetermined
158,ABo10,s a,undetermined
159,ABr1,Albert Brooks,undetermined
160,ABr1,Frances Lee McCain,undetermined
161,ABr1,s a,undetermined
162,ABr1,Charles Grodin,undetermined
163,ABr2,Albert Brooks,undetermined
164,ABr2,Kathryn Harrold,undetermined
165,ABr2,Bruno Kirby,undetermined
166,ABr2,James L. Brooks,undetermined
167,ABr2,Meadowlark Lemon,undetermined
168,ABr2,George Kennedy,undetermined
169,ABr2,Super Dave Osborne,undetermined
170,ABr3,Albert Brooks,undetermined
171,ABr3,Julie Hagerty,undetermined
172,ABr3,Garry K. Marshall,undetermined
173,ABr3,Art Frankel,undetermined
174,ABr4,Albert Brooks,undetermined
175,ABr4,Lee Grant,undetermined
176,ABr4,s a,undetermined
177,ABr4,Meryl Streep,undetermined
178,ABr4,Rip Torn,undetermined
179,ABr4,Shirley MacLaine,cameo role
180,ABr7,Debbie Reynolds,undetermined
181,ABr7,s a,undetermined
182,ABr9,Jennifer Tilly,undetermined
183,ABu10,Mary Tyler Moore,undetermined
184,ABu10,Ted Danson,undetermined
185,ABu10,Christine Lahti,undetermined
186,ABu10,Sam Waterston,undetermined
187,ABu10,Salome Jens,undetermined
188,ABW40,Robert Montgomery,undetermined
189,ABW40,Constance Cummings,undetermined
190,ABW40,Seymour Hicks,undetermined
191,ABW40,Leslie Banks,undetermined
192,ABW40,Robert Newton,undetermined
193,ABW40,Googie Withers,undetermined
194,ABW40,Frank Pettingell,undetermined
195,ABz10,Jack Palance,undetermined
196,ABz10,Richard Roundtree,undetermined
197,ABz10,Ann Turkel,undetermined
198,ABz10,Bo Svenson,undetermined
199,ABz10,Rod Steiger,undetermined
200,AbH1,s a,undetermined
201,AbH1,s a,undetermined
202,AbH1,s a,undetermined
203,AC5,John Barrymore,undetermined
204,AC5,Mary Astor,undetermined
205,AC5,Warner Oland,undetermined
206,AC5,Estelle Taylor,undetermined
207,AC5,Myrna loy,undetermined
208,AC5,Phyllis Haver,undetermined
209,AC5,Willard Louis,undetermined
210,AC5,Montague Love,undetermined
211,AC6,John Barrymore,hero
212,AC6,Conrad Veidt,undetermined
213,AC6,Marceline Day,love interest
214,AC6,Mack Swain,undetermined
215,AC6,Slim Summerville,undetermined
216,AC7,Anna May Wong,undetermined
217,AC7,Sojin,undetermined
218,AC8,Al Jolson,undetermined
219,AC8,May McAvoy,undetermined
220,AC8,Warner Oland,undetermined
221,AC8,Eugenie Besserer,undetermined
222,AC8,Otto Lederer,undetermined
223,AC9,Conrad Nagel,undetermined
224,AC9,Dolores Costello,undetermined
225,AC9,John Miljan,undetermined
226,AC9,Marc McDermott,undetermined
227,AC9,Betty Blythe,undetermined
228,AC9,Paul Panzer,undetermined
229,AC9,Michael Vavitch,undetermined
230,AC9,Pasquale Amato,undetermined
231,AC20,Edmund Lowe,undetermined
232,AC20,Valerie Hobson,undetermined
233,AC20,Vera Engels,undetermined
234,AC20,Henry Mollison,undetermined
235,AC20,Lumsden Hare,undetermined
236,AC20,Spring Byington,undetermined
237,AC20,Charles Waldron,undetermined
238,AC20,Dwight Frye,undetermined
239,ACa40,Leslie Banks,undetermined
240,ACa40,Elizabeth Allen,undetermined
241,ACa40,Frank Lawton,undetermined
242,ACa40,Basil Sidney,undetermined
243,ACa40,Valerie Taylor,undetermined
244,ACa40,Mervyn Johns,undetermined
245,ACa40,Edward Rigby,undetermined
246,ACa40,Marie Lohr,undetermined
247,ACa40,C.V. France,undetermined
248,ACa40,David Farrar,undetermined
249,ACa50,Mervyn Jones,undetermined
250,ACa50,Roland Culver,victim
251,ACa50,Mary Merrall,undetermined
252,ACa50,Judy Kelly,undetermined
253,ACa50,Anthony Baird,undetermined
254,ACa50,Miles Malleson,undetermined
255,ACa50,Sally Ann Howes,undetermined
256,ACa50,Frederick Valk,undetermined
257,ACa50,Googie Withers,undetermined
258,ACa50,Ralph Michael,undetermined
259,ACa50,Esm\'e Percy,undetermined
260,ACa50,Basil Radford,undetermined
261,ACa50,Naunton Wayne,undetermined
262,ACa50,Michael Redgrave,undetermined
263,ACa50,Hartley Power,undetermined
264,ACa50,Frederick Valk,undetermined
265,ACa50,Elizabeth Welch,undetermined
266,ACa60,Derek Bond,undetermined
267,ACa60,Cedric Hardwicke,undetermined
268,ACa60,Alfred Drayton,undetermined
269,ACa60,Sybil Thorndyke,undetermined
270,ACa60,Stanley Holloway,undetermined
271,ACa60,Sally Ann Howes,undetermined
272,ACa60,Jill Balcon,undetermined
273,ACa60,Cyril Fletcher,undetermined
274,ACa60,Fay Compton,undetermined
275,ACa60,s a,undetermined
276,ACa60,s a,undetermined
277,ACf10,Cameron Finley,undetermined
278,ACf10,Christopher McDonald,undetermined
279,ACf10,Janine Turner,undetermined
280,ACf10,Erik vonDetten,undetermined
281,AcG10,Pina Menichelli,undetermined
282,ACj110,Myron McCormick,undetermined
283,ACj110,Frankie Darro,undetermined
284,ACj110,Linda Lawson,undetermined
285,ACj110,Pat Harrington~jr.,undetermined
286,ACj110,Will Kuluva,undetermined
287,ACj110,Leonard Weinrib,undetermined
288,ACj110,Edmon Ryan,undetermined
289,ACj110,William Sharon,undetermined
290,ACj111,Robert Loggia,undetermined
291,ACj111,Doris Dowling,undetermined
292,ACj111,Will Kuluva,undetermined
293,ACj111,Wolfe Barzell,undetermined
294,ACj111,Monica May,undetermined
295,ACj112,Arthur Hill,undetermined
296,ACj112,R.G. Armstrong,undetermined
297,ACj112,Rod Cameron,undetermined
298,ACj113,Rip Torn,undetermined
299,ACj113,Mary Munday,undetermined
300,ACj113,Ken Patterson,undetermined
301,ACj113,Florence McMichael,undetermined
302,ACj113,Harry Swooger,undetermined
303,ACj113,Don Keefer,undetermined
304,ACj113,Frank Sully,undetermined
305,ACj113,Bert Freed,undetermined
306,ACj114,Lee Phillips,undetermined
307,ACj114,Gia Scala,undetermined
308,ACj114,Les Tremaye,undetermined
309,ACj114,Ann Stanton,undetermined
310,ACj114,Russell Collins,undetermined
311,ACj115,Peter Falk,undetermined
312,ACj115,Paul Hartman,undetermined
313,ACj115,Edmund Haskin,undetermined
314,ACj115,John Dennis,undetermined
315,ACj115,Bert Rensen,undetermined
316,ACj115,Karl Lukas,undetermined
317,ACj115,Ada Stewart,undetermined
318,ACj115,Phil Gordon,undetermined
319,ACj115,Clegg Hoyt,undetermined
320,ACj116,Susan Harrison,undetermined
321,ACj117,John Emery,undetermined
322,ACj117,Jo vanFleet,undetermined
323,ACj117,Alice Frost,undetermined
324,ACj118,Paul Ford,undetermined
325,ACj118,Billy Gray,undetermined
326,ACj118,Frank Maxwell,undetermined
327,ACj119,Anne Francis,innocent
328,ACj119,Edmund Hashim,villain}
329,ACj119,Jack Ging,agent
330,ACj120,Duke Howard,undetermined
331,ACj120,Burt Brinckerhoff,undetermined
332,ACj121,Robert Redford,undetermined
333,ACj121,Russell Collins,undetermined
334,ACj121,George Clarke,undetermined
335,ACj121,Joby Baker,undetermined
336,ACj121,Bernard Kates,undetermined
337,ACj121,King Calder,undetermined
338,ACj121,Bob Karnes,undetermined
339,ACj121,Bert Remsen,undetermined
340,ACj121,Harry Swoger,undetermined
341,ACj122,Barbara Baxley,undetermined
342,ACj122,Ted Newton,undetermined
343,ACj122,Robert Loggia,undetermined
344,ACj122,Richard Gaines,undetermined
345,ACj123,Lola Allbright,undetermined
346,ACj123,Charles Bronson,undetermined
347,ACj124,Mark Miller,undetermined
348,ACj124,Vivienne Segal,undetermined
349,ACj124,Pat Breslin,undetermined
350,ACj125,Brian Hutton,undetermined
351,ACj125,Anne Helm,undetermined
352,ACj125,Wayne Rogers,undetermined
353,ACj126,Brian Keith,undetermined
354,ACj126,Patricia Breslin,undetermined
355,ACj126,Claudia Cravey,undetermined
356,ACj127,Robert Sterling,undetermined
357,ACj127,Billy Mumy,undetermined
358,ACj127,MacDonald Carey,undetermined
359,ACj127,Peggy McKay,undetermined
360,ACj127,s a,undetermined
361,ACj128,Michael Wilding,undetermined
362,ACj128,Anna Lee,undetermined
363,ACj128,Katherine Crawford,undetermined
364,ACj128,Randy Boone,undetermined
365,ACj128,s a,undetermined
366,ACl10,George Costigan,undetermined
367,ACl10,Siobhan Finneran,undetermined
368,ACl10,Michelle Holmes,undetermined
369,ACl10,Lesley Sharp,undetermined
370,ACl10,Kulvinder Ghir,undetermined
371,ACt10,Marshall Thompson,undetermined
372,ACu15,Laura Dern,undetermined
373,ACu15,Alan Rickman,undetermined
374,ACu15,Diane ladd,undetermined
375,ACu20,Liesel Mathews,undetermined
376,ACu20,Eleanor Brown,undetermined
377,ACu23,Gwyneth Paltrow,undetermined
378,ACu23,Ethan Hawke,undetermined
379,ACu23,Robert deNiro,undetermined
380,ACu23,Anne Bancroft,undetermined
381,ACv10,Catherine Mouchet,undetermined
382,ACv10,Aurore Prieto,undetermined
383,ACv10,Sylvie Habault,undetermined
384,ACx10,Harry Dean Stanton,undetermined
385,ACx10,Emilio Estevez,undetermined
386,ACx10,Tracey Walker,undetermined
387,ACx10,Vonetta McGee,undetermined
388,ACx10,Fox Harris,undetermined
389,ACx12,Gary Oldman,undetermined
390,ACx12,Chloe Webb,undetermined
391,ACx12,David Hayman,undetermined
392,ACy10,Pierre Brasseur,undetermined
393,ACy10,Anouk Aimee,undetermined
394,ACy10,Serge Reggiani,undetermined
395,ACy14,Claude Noiller,undetermined
396,ACy14,Valentine Tessier,undetermined
397,ACy20,Curt Jurgens,undetermined
398,ACy20,Folco Lulli,undetermined
399,ACy20,Lea Padovani,undetermined
400,ACy38,Jean Gabin,undetermined
401,ACy38,Sophia Loren,undetermined
402,ACy38,Henri Garcin,undetermined
403,ACy38,Julien Bertheau,undetermined
404,AD40,Semyon Shaigada,undetermined
405,AD40,Stepan Shkurat,undetermined
406,AD40,Sergei Stolyarov,undetermined
407,ADA10,Lyda Bonelli,undetermined
408,ADA10,Mario Bonnard,undetermined
409,AdB21,Ivor Novello,undetermined
410,AdB21,Mary Clare,undetermined
411,AdB21,Mabel Poulton,undetermined
412,AdB21,Benita Hume,undetermined
413,ADg10,Christopher Dienstag,undetermined
414,ADg10,Monica Caldwell,undetermined
415,AdL6,Kim Basinger,love interest
416,AdL6,Mickey Rourke,love interest
417,AdL6,Margaret Whitton,sidekick
418,AdL6,Karen Young,sidekick
419,AdL6,Roderick Cook,undetermined
420,AdL6,David Margulin,undetermined
421,AdL6,Cyntia Cruz,undetermined
422,AdL6,Raynor Scheine,undetermined
423,AdL6,Olek Krup,undetermined
424,AdL6,Dwight West,undetermined
425,AdL5,Jennifer Beale,undetermined
426,AdL5,Michael Nouri,undetermined
427,AdL5,Lilia Skala,undetermined
428,AdL5,Sunny Johnson,undetermined
429,AdL5,Kyle T. Hefner,undetermined
430,AdL5,Belinda Bauer,undetermined
431,AdL5,Irine Cara,undetermined
432,AdL10,Michael Douglas,undetermined
433,AdL10,Glenn Close,undetermined
434,AdL10,Anne Archer,undetermined
435,AdL10,Ellen Hamilton Latzen,undetermined
436,AdL10,Stuart Pankin,undetermined
437,AdL14,Tim Robbins,undetermined
438,AdL14,Elizabeth Pena,undetermined
439,AdL14,Danny Aiello,undetermined
440,AdL14,Patricia Kalember,undetermined
441,AdL16,Woody Harrison,victim
442,AdL16,Demi Moore,love interest
443,AdL16,Robert Redford,villain}
444,AdL16,Tommy Rile,sidekick
445,AdL16,Oliver Platt,sidekick
446,AdL20,Jeremy Irons,undetermined
447,AdL20,Dominique Swain,love interest
448,AdL20,Melanie Griffith,undetermined
449,AdL20,Frank Langella,undetermined
450,AdL20,Ben Silverstone,undetermined
451,AdL20,Emma GriffithsMalin,undetermined
452,AdL20,Suzanne Shepherd,undetermined
453,ADr10,Richard Todd,undetermined
454,ADr10,Susan Oliver,undetermined
455,ADr10,James MacArthur,undetermined
456,ADr10,Joe Pyne,undetermined
457,ADr10,Mark Goddard,undetermined
458,ADr10,The Chocolate Watchband,group or band
459,ADr10,New Age,group or band
460,ADT9,Merle Oberon,undetermined
461,ADT9,Franchot Tone,undetermined
462,ADT9,Elisha Cook~jr.,undetermined
463,ADT12,Veronica Lake,undetermined
464,ADT12,Joel McCrae,undetermined
465,ADT12,Preston Foster,undetermined
466,ADT12,Charles Ruggles,undetermined
467,ADT12,Donald Crisp,undetermined
468,ADT12,Arleen Wheelan,undetermined
469,ADT12,Lloyd Bridges,undetermined
471,ADT18,Frank Lovejoy,undetermined
472,ADT18,Phyllis Kirk,undetermined
473,ADT18,Charles Buchinsky,undetermined
474,ADT18,Carolyn Jones,undetermined
475,ADv10,Stephen Seagal,undetermined
476,ADv12,Chuck Norris,undetermined
477,ADv14,Tommy Lee Jones,undetermined
478,ADv15,Stephen Seagal,undetermined
479,ADv15,Tommy Lee Jones,undetermined
480,ADv17,Jeroen Krabbe,villain}
481,ADv17,Julianne Moore,undetermined
482,ADv22,Michael Douglas,suspect
483,ADv22,Gwyneth Paltrow,victim
484,ADv22,Viggo Mortensen,undetermined
485,ADv22,David Suchet,agent
486,ADv22,Sarita Choudhury,undetermined
487,ADw5,Pauline Bush,undetermined
488,ADw6,J.Warren Kerrigan,undetermined
489,ADw6,Jack Richardson,undetermined
490,ADw6,George Periolat,undetermined
491,ADw17,Douglas Fairbanks,hero
492,ADw17,Wallace Beery,ruler
493,ADw17,s a,agent
494,ADw17,s a,villain}
495,ADw17,Alan Hale,sidekick
496,ADw17,Enid Bennett,undetermined
497,ADw22,Douglas Fairbanks~sr,undetermined
498,ADw22,Walter Abel,undetermined
499,ADw22,Margot Grahame,undetermined
500,ADw22,Miles Mander,ruler
501,ADw27,Gloria Swanson,undetermined
502,ADw27,Tom Moore,undetermined
503,ADw27,Frank Morgan,undetermined
504,ADw27,Lilyan Tashman,undetermined
505,ADw27,Ian Keith,undetermined
506,ADw27,Paul McAllister,undetermined
507,ADw27,Arthur Houseman,undetermined
508,ADw27,Ann Penningtin,undetermined
509,ADw35,Shirley Temple,undetermined
510,ADw35,Jean Hersholt,undetermined
511,ADw35,Arthur Treacher,undetermined
512,ADw35,Helen Westley,undetermined
513,ADw35,Pauline Moore,undetermined
514,ADw35,Mary Nash,undetermined
515,ADw35,Thomas beck,undetermined
516,ADw35,Sidney Blackmer,undetermined
517,ADw35,Mady Christians,undetermined
518,ADw35,Sig Rumann,undetermined
519,ADw35,Marcia Mae,undetermined
520,ADw35,Christian Rub,undetermined
521,ADw40,Shirley Temple,undetermined
522,ADw40,Randolph Scott,undetermined
523,ADw40,Jack Haley,undetermined
524,ADw40,Gloria Stuart,undetermined
525,ADw40,Phyllis Brooks,undetermined
526,ADw40,Helen Westlet,undetermined
527,ADw40,Slim Summerville,undetermined
528,ADw40,Bojangles Robinson,undetermined
529,ADw41,Tyrone Power,undetermined
530,ADw41,Annabelle,undetermined
531,ADw41,Loretta Young,undetermined
532,ADw41,J. Edward Bromberg,undetermined
533,ADw41,Joseph Schildkraut,undetermined
534,ADw41,Henry Stephenson,undetermined
535,ADw41,Sidney Blackmer,undetermined
536,ADw41,Maurice Moscovitch,undetermined
537,ADw41,Sig Rumann,undetermined
538,ADw41,Nigel Bruce,undetermined
539,ADw41,Miles Mander,undetermined
540,ADw41,George Zucco,undetermined
541,ADw41,Leon Ames,undetermined
542,ADw41,Rafaela Ottiano,undetermined
543,ADw41,Brandon Hurst,undetermined
544,ADw45,Don Ameche,undetermined
545,ADw45,The Ritz~Brothers,undetermined
546,ADw45,Binnie Barnes,undetermined
547,ADw45,Joseph Schildkraut,undetermined
548,ADw45,Lionel Atwill,undetermined
549,ADw45,Gloria Stuart,undetermined
550,ADw45,Miles Mander,ruler
551,ADw52,Kay Kyser,undetermined
552,ADw52,Ish Kabibble,undetermined
553,ADw52,Ginny Simms,undetermined
554,ADw52,Joan Davis,undetermined
555,ADw52,Mischa Auer,undetermined
556,ADw60,John Wayne,undetermined
557,ADw60,John Agar,undetermined
558,ADw60,Forrest Tucker,undetermined
559,ADw60,Artur Franz,undetermined
560,ADw60,Julie Bishop,undetermined
561,ADw60,Wally Cassell,undetermined
562,ADw60,Richard Jaecker,undetermined
563,ADw60,Richard Webb,undetermined
564,ADw70,Barbara Stanwyk,hero
565,ADw70,Ronald Reagan,agent
566,ADw70,Gene Evans,undetermined
567,ADw70,Lance Fuller,undetermined
568,ADw70,Anthony Caruso,undetermined
569,ADw70,Jack Elam,undetermined
570,ADw72,Cornel Wilde,undetermined
571,ADw72,Yvonne deCarlo,undetermined
572,ADw72,Yvonne deCarlo,undetermined
573,ADw72,Raymond Burr,undetermined
574,ADw72,Lon Chaney~jr,undetermined
575,ADw72,Rodolfo Acosta,undetermined
576,ADw72,John Qualen,undetermined
577,ADw72,Anthony Caruso,undetermined
578,ADw72,Frank deKova,undetermined
579,ADw75,John Payne,undetermined
580,ADw75,Ronald Reagan,undetermined
581,ADw75,Coleen Gray,undetermined
582,ADw75,Rhonda Fleming,undetermined
583,ADw75,Anthony caruso,undetermined
584,ADw75,Morris Ankrum,undetermined
585,ADw75,Leo Gordon,undetermined
586,ADw75,Myron Healey,undetermined
587,ADw75,Joe Devlin,undetermined
588,ADw75,John Mansfield,undetermined
589,ADw78,Virginia Mayo,undetermined
590,ADw78,Dennis Morgan,undetermined
591,ADw78,David Farrar,undetermined
592,ADw78,Murvyn Vye,undetermined
593,ADw78,Lance Fuller,undetermined
594,ADw78,Basil Ruysdael,undetermined
595,ADw78,Lisa Montell,undetermined
596,ADw80,Arlene Dahl,undetermined
597,ADw80,Rhonda Fleming,undetermined
598,ADw80,John Payne,undetermined
599,ADw80,Kent Taylor,undetermined
606,ADx11,s a,undetermined
607,ADx11,s a,undetermined
608,ADx11,Arletta Emery,undetermined
609,ADx12,Ives Montand,undetermined
610,ADx12,Anouk Aimee,undetermined
611,ADx13,Mathieu Carriere,undetermined
612,ADx13,Daniel Delorme,undetermined
613,ADx13,Bulle Ogier,undetermined
614,ADx13,Anna Karina,undetermined
615,ADx14,JeanLuc Bideau,undetermined
616,ADx14,s a,undetermined
617,ADx14,Adriana Bogdan,undetermined
618,ADx14,s a,undetermined
619,ADx14,Daniele Delorme,undetermined
620,ADx25,s a,undetermined
621,ADx30,MarieChristine Barrault,undetermined
622,ADx30,Rutger Hauer,undetermined
623,ADx30,Roger vanHool,undetermined
624,ADx37,Fanny Ardant,undetermined
625,ADx37,Mathieu Carriere,undetermined
626,ADx37,Francoise Fabian,undetermined
627,ADx37,Vittorio Gassman,undetermined
628,ADx39,s a,undetermined
629,ADx39,Jaques Sojcher,undetermined
630,ADx39,Denise Debbaut,undetermined
631,ADx45,GianMaria Volonte,undetermined
632,ADz10,Michael Rappaport,undetermined
633,ADz10,NBushe Wright,undetermined
634,ADz10,DeShonn Castle,undetermined
635,ADz10,Paul Butler,undetermined
636,ADz10,Ray Sharkey,undetermined
637,ADz10,Ron Johnson,undetermined
638,ADz15,Harvey Keitel,undetermined
639,ADz15,Fairuza Balk,undetermined
640,ADz15,Elisabeth Moss,undetermined
641,ADz15,Kelly Lynch,undetermined
642,AEG25,Wallace Reid,undetermined
643,AEG25,Lila Lee,undetermined
644,AEG25,Walter Heirs,undetermined
645,AEG25,Arthur Edmund Carewe,undetermined
646,AEG25,J.Farrell MacDonald,undetermined
647,AEG25,Snitz Edwards,undetermined
648,AEG37,Barbara Stanwyck,undetermined
649,AEG37,Nat Pendleton,undetermined
650,AEG41,Bette Davis,undetermined
651,AEG41,Franchot Tone,undetermined
652,AEG41,Margaret Lindsay,undetermined
653,AEG41,Alison Skipworth,undetermined
654,AEG41,John Eldridge,undetermined
655,AEG41,Dick Foran,undetermined
656,AEG50,Gracie Allen,undetermined
657,AEG50,Warren Williams,undetermined
658,AEG50,Donald McBride,undetermined
659,AEG50,Kent Taylor,undetermined
660,AEG50,Ellen drew,undetermined
661,AEG50,H.B. Warner,undetermined
662,AEG50,Horace MacMahon,undetermined
663,AEG50,William Demarest,undetermined
664,AEG60,Larry Parks,undetermined
665,AEG60,Al Jolson,"voice only, narrator"
666,AEG60,William Demarest,undetermined
667,AEG60,Evelyn Keyes,undetermined
668,AEG60,Ludwig Donath,undetermined
669,AEG60,Tamara Shayne,undetermined
670,AEG60,Bill Goodwin,undetermined
671,AEG60,Scotty Beckett,undetermined
672,AEG60,John Alexander,undetermined
673,AEG70,Keefe Brasselle,undetermined
674,AEG70,Eddie Cantor,cameo role
675,AEG70,Marllyn Erskine,undetermined
676,AEG70,Aline MacMahon,undetermined
677,AEG70,Arthur Franz,undetermined
678,AEG70,Alex Gerry,undetermined
679,AEG70,Gerald Mohr,undetermined
680,AEG70,William Forrest,undetermined
681,AEG70,Will Rogers jr.,undetermined
682,AES10,Oliver Hardy,ruler
683,AES10,Stan Laurel,innocent
684,AES10,s a,agent
685,AES11,W.C. Fields,undetermined
686,AES11,Louise Brooks,undetermined
687,AES70,Edward Arnold,undetermined
688,AES70,Jean Arthur,undetermined
689,AES70,Binnie Barnes,undetermined
690,AES70,Cesar Romero,undetermined
691,AES70,Eric Blore,undetermined
692,AES80,Oliver Hardy,undetermined
693,AES80,Stan Laurel,undetermined
694,AES80,Jean Parker,undetermined
695,AES80,Reginald Gardiner,undetermined
696,AES85,John Barrymore,undetermined
697,AES85,Viriginia Bruce,undetermined
698,AES85,John Howard,undetermined
699,AES85,Charlie Ruggles,undetermined
700,AES85,Margaret Hamilton,undetermined
701,AES85,Thurston Hall,undetermined
702,AES85,Oscar Homolka,undetermined
703,AES85,Mary Gordon,undetermined
704,AES85,Charles Lane,undetermined
705,AES85,Ed Brophy,undetermined
706,AES85,Maria Montez,undetermined
707,AES85,Shemp Howard,undetermined
708,AES85,Judith Anderson,undetermined
